direction_id,direction,segment_id,segment_label,upstream_stop_id,downstream_stop_id,day_type,time_band,n,service_days,distance_m,scheduled_runtime_s,median_s,p25_s,p75_s,p90_s,p95_s,max_s,median_speed_mph,baseline_s,baseline_method,baseline_n,slowdown_pct,schedule_overrun_pct,median_ci_low_s,median_ci_high_s,is_target,target_label
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Sunday / holiday,PM peak,112,9,282.8600000000001,82.0,64.598009,54.588543,82.017137,106.33361230000001,117.76463734999999,175.958634,9.79525439418524,40.688299,weekday 5–7 a.m. median,325,58.76311024946017,-21.221940243902438,58.7104615,74.587021,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Weekday,AM peak,523,44,282.8600000000001,76.0,58.637316,44.382060499999994,75.2177485,97.9626934,112.951421,236.457176,10.790734640037076,40.688299,weekday 5–7 a.m. median,325,44.113461218912086,-22.845636842105264,56.7119285,61.33766249999999,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Weekday,Early AM,163,44,282.8600000000001,53.0,38.502057,32.319038000000006,46.571951,56.044163000000005,70.50480860000005,106.481559,16.433919802258885,40.688299,weekday 5–7 a.m. median,325,-5.373146712277155,-27.354609433962263,36.16779875,41.54750875,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Weekday,Evening,641,44,282.8600000000001,58.0,52.759596,41.05717,67.920527,84.233199,97.62229,178.020667,11.992884042554085,40.688299,weekday 5–7 a.m. median,325,29.667735679980133,-9.035179310344821,48.621547,53.18298375,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Weekday,Late night,33,33,282.8600000000001,58.0,40.781457,34.692687,46.616718,52.484774800000004,67.6137506,71.309476,15.515377907169924,40.688299,weekday 5–7 a.m. median,325,0.22895525811978956,-29.687143103448264,38.614836,44.38565,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Weekday,Midday,1199,44,282.8600000000001,88.0,67.572409,56.58309,85.81035,115.69518800000002,127.1628654,267.460653,9.363876859266632,40.688299,weekday 5–7 a.m. median,325,66.07331999796796,-23.2131715909091,65.565079,68.80734375,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Weekday,PM peak,728,44,282.8600000000001,94.0,69.9632615,57.5596325,92.03914750000001,117.05770470000002,131.062926,396.326935,9.043885368124505,40.688299,weekday 5–7 a.m. median,325,71.94933978439354,-25.57099840425532,68.26785875,73.4915865,False,
0,Fruitvale-bound,2497-5334,42nd → 40th,2497,5334,Saturday,AM peak,60,7,523.99,77.0,52.580224,45.47418275,72.50989200000001,85.3456471,98.14214284999996,152.070582,22.292278477459877,55.844727,weekday 5–7 a.m. median,323,-5.845678142539756,-31.7139948051948,50.374713,63.136223,False,
0,Fruitvale-bound,2497-5334,42nd → 40th,2497,5334,Saturday,Early AM,14,7,523.99,62.0,54.6171585,51.318490499999996,64.59753675,73.3147002,91.11002255,120.439942,21.463107064686525,55.844727,weekday 5–7 a.m. median,323,-2.1981815758540635,-11.90780887096774,54.6171585,63.7600925,False,
0,Fruitvale-bound,2497-5334,42nd → 40th,2497,5334,Saturday,Evening,49,7,523.99,77.0,76.844762,65.72652,103.046912,121.48085280000001,126.1387398,145.681359,15.25324646903064,55.844727,weekday 5–7 a.m. median,323,37.6043292323732,-0.2016077922077919,71.3569,83.4462755,False,
0,Fruitvale-bound,2497-5334,42nd → 40th,2497,5334,Saturday,Late night,4,4,523.99,62.0,79.30633399999999,71.40901825,96.2304725,120.81860840000002,129.0146537,137.210699,14.804883053151347,55.844727,weekday 5–7 a.m. median,323,42.012215405762475,27.913441935483863,,,False,
0,Fruitvale-bound,2497-5334,42nd → 40th,2497,5334,Saturday,Midday,141,7,523.99,92.0,97.464198,75.669059,117.533768,132.329312,145.6162,197.903856,12.026283688703826,55.844727,weekday 5–7 a.m. median,323,74.52712769103518,5.939345652173911,87.267066,107.985712,False,
0,Fruitvale-bound,2497-5334,42nd → 40th,2497,5334,Saturday,PM peak,75,7,523.99,92.0,90.197535,76.03052149999999,114.8187765,132.67513420000006,156.44332849999995,186.101797,12.995167713175311,55.844727,weekday 5–7 a.m. median,323,61.51486424134547,-1.959201086956519,80.716777,93.807071,False,
0,Fruitvale-bound,2497-5334,42nd → 40th,2497,5334,Sunday / holiday,AM peak,70,9,523.99,62.0,56.762446499999996,47.352205999999995,67.85576925000001,80.6263584,91.17161049999999,117.459747,20.650123139520506,55.844727,weekday 5–7 a.m. median,323,1.643341366858131,-8.447666935483877,54.645829500000005,63.713914,False,
0,Fruitvale-bound,2497-5334,42nd → 40th,2497,5334,Sunday / holiday,Early AM,17,9,523.99,62.0,50.154988,44.408641,54.37786,59.8277804,62.931209,63.469085,23.370199882013726,55.844727,weekday 5–7 a.m. median,323,-10.188498190706518,-19.10485806451613,42.923773,55.213623999999996,False,
0,Fruitvale-bound,2497-5334,42nd → 40th,2497,5334,Sunday / holiday,Evening,81,9,523.99,77.0,74.141212,59.831328,91.775567,109.316316,122.018828,338.691876,15.80945418912224,55.844727,weekday 5–7 a.m. median,323,32.76313804882598,-3.7127116883116984,71.804078,76.965688,False,
0,Fruitvale-bound,2497-5334,42nd → 40th,2497,5334,Sunday / holiday,Late night,5,5,523.99,62.0,55.23225,54.058372,58.047735,73.18178160000001,78.2264638,83.271146,21.221878425014374,55.844727,weekday 5–7 a.m. median,323,-1.0967499223337618,-10.915725806451615,49.783948,83.271146,False,
0,Fruitvale-bound,2497-5334,42nd → 40th,2497,5334,Sunday / holiday,Midday,191,9,523.99,92.0,83.369426,70.4885615,104.329835,116.252509,124.600723,175.379441,14.059495799335357,55.844727,weekday 5–7 a.m. median,323,49.287910387671886,-9.381058695652166,78.929044,86.25336300000001,False,
